;episode_reward;episode_reward;decimal;nb_episode_steps;nb_steps
1258;-88;-88,22059746626692;2,20597E+13;10;21811
;;;;;
1259;-64;-64,23429827841036;2,34298E+13;17;21828
;;;;;
1260;-63;-63,92309052203123;9,23091E+13;17;21845
;;;;;
1261;912;912,2714642128225;2,71464E+12;47;21892
;;;;;
1262;-59;-59,93612047438512;9,3612E+13;19;21911
;;;;;
1263;-60;-60,1123787136826;1,12379E+12;19;21930
;;;;;
1264;-97;-97,5865179010002;5,86518E+12;11;21941
;;;;;
1265;-54;-54,15974264370669;1,59743E+13;18;21959
;;;;;
1266;-2481;-2481,90638930756;90638930756;217;22176
;;;;;
1267;934;934,7453299861029;7,4533E+12;58;22234
;;;;;
1268;-100;-100,78719891097492;7,87199E+13;23;22257
;;;;;
1269;-99;-99,59024434539532;5,90244E+13;10;22267
;;;;;
1270;-180;-180,1902929247489;1,90293E+12;41;22308
;;;;;
1271;-41;-41,65677184113798;6,56772E+13;17;22325
;;;;;
1272;919;919,1881840747145;1,88184E+12;57;22382
;;;;;
1273;-43;-43,91278168510618;9,12782E+13;20;22402
;;;;;
1274;383;383,44363240036716;4,43632E+13;67;22469
;;;;;
1275;-79;-79,36366138497254;3,63661E+13;20;22489
;;;;;
1276;-41;-41,58015810232493;5,80158E+13;17;22506
;;;;;
1277;1280;1280,1749913331105;1,74991E+12;43;22549
;;;;;
1278;1131;1131,1571307608647;1,57131E+12;45;22594
;;;;;
1279;1732;1732,1429653422083;1,42965E+12;48;22642
;;;;;
1280;1457;1457,3972515908142;3,97252E+12;47;22689
;;;;;
1281;-133;-133,17937521466212;1,79375E+13;19;22708
;;;;;
1282;660;660,7638950203138;7,63895E+12;61;22769
;;;;;
1283;2305;2305,8919779462904;8,91978E+12;168;22937
;;;;;
1284;3734;3734,2763549199835;2,76355E+12;104;23041
;;;;;
1285;1688;1688,7164364144728;7,16436E+12;45;23086
;;;;;
1286;-142;-142,7223011613328;7,22301E+12;21;23107
;;;;;
1287;-131;-131,96514102814808;9,65141E+13;16;23123
;;;;;
1288;3531;3531,4264264276653;4,26426E+12;121;23244
;;;;;
1289;1018;1018,564901655242;5,64902E+11;42;23286
;;;;;
1290;1291;1291,4813641886815;4,81364E+12;192;23478
;;;;;
1291;3319;3319,287860096648;2,8786E+11;76;23554
;;;;;
1292;3355;3355,2254954640825;2,25495E+12;103;23657
;;;;;
1293;1365;1365,159387797503;1,59388E+11;41;23698
;;;;;
1294;1424;1424,7920826831717;7,92083E+12;42;23740
;;;;;
1295;2199;2199,6008883490545;6,00888E+12;52;23792
;;;;;
1296;-474;-474,89262169744086;8,92622E+13;36;23828
;;;;;
1297;1991;1991,9273179901038;9,27318E+12;51;23879
;;;;;
1298;-163;-163,62691956569424;6,2692E+13;24;23903
;;;;;
1299;1380;1380,9117580843606;9,11758E+12;44;23947
;;;;;
1300;1104;1104,1564294951581;1,56429E+12;48;23995
;;;;;
1301;4486;4486,456412019978;4,56412E+11;81;24076
;;;;;
1302;3379;3379,3937439721526;3,93744E+12;71;24147
;;;;;
1303;5031;5031,363016966026;3,63017E+11;93;24240
;;;;;
1304;-294;-294,48408302856365;4,84083E+13;34;24274
;;;;;
1305;3424;3424,481098601701;4,81099E+11;81;24355
;;;;;
1306;4870;4870,8509972402935;8,50997E+12;99;24454
;;;;;
1307;3418;3418,7734038917793;7,73404E+12;67;24521
;;;;;
1308;5103;5103,686206285078;6,86206E+11;95;24616
;;;;;
1309;1277;1277,6817683289664;6,81768E+12;39;24655
;;;;;
1310;3976;3976,4091169972453;4,09117E+12;156;24811
;;;;;
1311;1429;1429,3133997622604;3,134E+12;47;24858
;;;;;
1312;-110;-110,75488991387616;7,5489E+13;15;24873
;;;;;
1313;6523;6523,383458285814;3,83458E+11;119;24992
;;;;;
1314;2176;2176,493631908881;4,93632E+11;58;25050
;;;;;
1315;3580;3580,2741742910225;2,74174E+12;134;25184
;;;;;
1316;3051;3051,8621460131303;8,62146E+12;74;25258
;;;;;
1317;5604;5604,77590492188;77590492188;157;25415
;;;;;
1318;5170;5170,973699721688;9,737E+11;107;25522
;;;;;
1319;3474;3474,379954460289;3,79954E+11;77;25599
;;;;;
1320;2032;2032,5348759458464;5,34876E+12;169;25768
;;;;;
1321;5191;5191,478631349184;4,78631E+11;98;25866
;;;;;
1322;-3117;-3117,491378187472;4,91378E+11;227;26093
;;;;;
1323;-98;-98,79757328623265;7,97573E+13;14;26107
;;;;;
1324;4316;4316,952681425073;9,52681E+11;95;26202
;;;;;
1325;-1142;-1142,8601442880156;8,60144E+12;249;26451
;;;;;
1326;4634;4634,371688174531;3,71688E+11;164;26615
;;;;;
1327;5433;5433,2938413596385;2,93841E+12;128;26743
;;;;;
1328;744;744,2519694648826;2,51969E+12;240;26983
;;;;;
1329;2002;2002,33659521177;33659521177;198;27181
;;;;;
1330;-4810;-4810,179309220421;1,79309E+11;244;27425
;;;;;
1331;-11256;-11256,306426903715;3,06427E+11;253;27678
;;;;;
1332;2450;2450,6990236027286;6,99024E+12;130;27808
;;;;;
1333;722;722,5940920420295;5,94092E+12;210;28018
;;;;;
1334;3164;3164,277737973466;2,77738E+11;91;28109
;;;;;
1335;988;988,7083685927056;7,08369E+12;111;28220
;;;;;
1336;-3079;-3079,978140156206;9,7814E+11;156;28376
;;;;;
1337;2356;2356,794164626897;7,94165E+11;85;28461
;;;;;
1338;5034;5034,648670306927;6,4867E+11;119;28580
;;;;;
1339;4403;4403,99155462665;99155462665;190;28770
;;;;;
1340;4315;4315,429024608364;4,29025E+11;129;28899
;;;;;
1341;5006;5006,4847029184075;4,84703E+12;130;29029
;;;;;
1342;4758;4758,4749675413805;4,74968E+12;163;29192
;;;;;
1343;4806;4806,16603344541;16603344541;136;29328
;;;;;
1344;3075;3075,133319907245;1,3332E+11;100;29428
;;;;;
1345;43;43,29390289573962;2,93903E+13;29;29457
;;;;;
1346;4766;4766,166325588189;1,66326E+11;181;29638
;;;;;
1347;4674;4674,720675831138;7,20676E+11;182;29820
;;;;;
1348;-2446;-2446,583557842702;5,83558E+11;223;30043
;;;;;
1349;-3452;-3452,737129157807;7,37129E+11;183;30226
;;;;;
1350;-1939;-1939,9569833763924;9,56983E+12;226;30452
;;;;;
1351;-4388;-4388,754588644905;7,54589E+11;242;30694
;;;;;
1352;3435;3435,2581263202087;2,58126E+12;123;30817
;;;;;
1353;2285;2285,23272300423;23272300423;167;30984
;;;;;
1354;1471;1471,9414158811537;9,41416E+12;175;31159
;;;;;
1355;3452;3452,314242862094;3,14243E+11;102;31261
;;;;;
1356;-7934;-7934,197978057372;1,97978E+11;249;31510
;;;;;
1357;3008;3008,1592684260113;1,59268E+12;213;31723
;;;;;
1358;3343;3343,6278351964693;6,27835E+12;114;31837
;;;;;
1359;3584;3584,7996430118437;7,99643E+12;117;31954
;;;;;
1360;-1374;-1374,882463616449;8,82464E+11;68;32022
;;;;;
1361;-8186;-8186,320820884261;3,20821E+11;241;32263
;;;;;
1362;-2451;-2451,225888034617;2,25888E+11;251;32514
;;;;;
1363;-3761;-3761,8590394072303;8,59039E+12;250;32764
;;;;;
1364;2661;2661,189346768819;1,89347E+11;79;32843
;;;;;
1365;-1266;-1266,6644250501563;6,64425E+12;250;33093
;;;;;
1366;3455;3455,915797407331;9,15797E+11;185;33278
;;;;;
1367;-1161;-1161,9854796753139;9,8548E+12;241;33519
;;;;;
1368;-160;-160,62436995505135;6,2437E+13;18;33537
;;;;;
1369;3281;3281,9766205504925;9,76621E+12;161;33698
;;;;;
1370;-7040;-7040,947937102555;9,47937E+11;188;33886
;;;;;
1371;3694;3694,6894554597966;6,89455E+12;185;34071
;;;;;
1372;644;644,9529376309081;9,52938E+12;214;34285
;;;;;
1373;409;409,4963614503805;4,96361E+12;251;34536
;;;;;
1374;2974;2974,1764590750813;1,76459E+12;194;34730
;;;;;
1375;-5388;-5388,769550235458;7,6955E+11;115;34845
;;;;;
1376;4931;4931,68162741668;68162741668;168;35013
;;;;;
1377;-249;-249,91788181082285;9,17882E+13;23;35036
;;;;;
1378;-8726;-8726,55395548937;55395548937;252;35288
;;;;;
1379;-3315;-3315,653588514813;6,53589E+11;166;35454
;;;;;
1380;-1491;-1491,6352599103652;6,3526E+12;175;35629
;;;;;
1381;-6067;-6067,737527523422;7,37528E+11;186;35815
;;;;;
1382;-4564;-4564,45900809279;45900809279;104;35919
;;;;;
1383;-2026;-2026,332763078874;3,32763E+11;74;35993
;;;;;
1384;-3060;-3060,9821387954485;9,82139E+12;85;36078
;;;;;
1385;1840;1840,1798217180353;1,79822E+12;135;36213
;;;;;
1386;-5404;-5404,327578101971;3,27578E+11;113;36326
;;;;;
1387;-649;-649,6703514205667;6,70351E+12;41;36367
;;;;;
1388;-11713;-11713,554392121765;5,54392E+11;242;36609
;;;;;
1389;3416;3416,2086102876;2086102876;86;36695
;;;;;
1390;-1374;-1374,5257117259487;5,25712E+12;248;36943
;;;;;
1391;-2900;-2900,3028628647107;3,02863E+12;84;37027
;;;;;
1392;1558;1558,601769866344;6,0177E+11;124;37151
;;;;;
1393;-1627;-1627,4595499842567;4,5955E+12;68;37219
;;;;;
1394;-4895;-4895,354010119016;3,5401E+11;107;37326
;;;;;
1395;-1763;-1763,5963686633388;5,96369E+12;67;37393
;;;;;
1396;-1432;-1432,2371751756207;2,37175E+12;63;37456
;;;;;
1397;4374;4374,380758168458;3,80758E+11;108;37564
;;;;;
1398;181;181,407626043918;4,07626E+11;121;37685
;;;;;
1399;6655;6655,806483133644;8,06483E+11;172;37857
;;;;;
1400;-1366;-1366,7111600434446;7,1116E+12;57;37914
;;;;;
1401;-804;-804,870470626004;8,70471E+11;50;37964
;;;;;
1402;5562;5562,716861653688;7,16862E+11;118;38082
;;;;;
1403;-5142;-5142,160574558674;1,60575E+11;114;38196
;;;;;
1404;-848;-848,17484772627;17484772627;49;38245
;;;;;
1405;-297;-297,1256733702256;1,25673E+12;27;38272
;;;;;
1406;-1999;-1999,7839287765084;7,83929E+12;69;38341
;;;;;
1407;-1614;-1614,764803595805;7,64804E+11;66;38407
;;;;;
1408;-1117;-1117,812248593754;8,12249E+11;57;38464
;;;;;
1409;5346;5346,374839692613;3,7484E+11;194;38658
;;;;;
1410;3453;3453,57568329084;57568329084;199;38857
;;;;;
1411;658;658,190772353325;1,90772E+11;198;39055
;;;;;
1412;2309;2309,36291591069;36291591069;124;39179
;;;;;
1413;-4721;-4721,1447306234195;1,44731E+12;169;39348
;;;;;
1414;1631;1631,1266727614798;1,26673E+12;114;39462
;;;;;
1415;4932;4932,175795234183;1,75795E+11;164;39626
;;;;;
1416;3209;3209,488935114304;4,88935E+11;88;39714
;;;;;
1417;6412;6412,831791394947;8,31791E+11;144;39858
;;;;;
1418;3285;3285,1057567361804;1,05757E+12;98;39956
;;;;;
1419;5851;5851,544949115699;5,44949E+11;190;40146
;;;;;
1420;2496;2496,4521306849765;4,52131E+12;67;40213
;;;;;
1421;-97;-97,24076981983;24076981983;16;40229
;;;;;
1422;5503;5503,7963785732745;7,96379E+12;147;40376
;;;;;
1423;-3336;-3336,303495816701;3,03496E+11;86;40462
;;;;;
1424;-676;-676,6914492489121;6,91449E+12;40;40502
;;;;;
1425;-3202;-3202,740894437326;7,40894E+11;84;40586
;;;;;
1426;-5554;-5554,795971315958;7,95971E+11;108;40694
;;;;;
1427;-246;-246,739444706363;7,39445E+11;25;40719
;;;;;
1428;-6232;-6232,324747730143;3,24748E+11;255;40974
;;;;;
1429;-5440;-5440,825601897677;8,25602E+11;114;41088
;;;;;
1430;4102;4102,385239504423;3,8524E+11;93;41181
;;;;;
1431;6385;6385,6984513692;6984513692;162;41343
;;;;;
1432;-2636;-2636,124419906697;1,2442E+11;79;41422
;;;;;
1433;6897;6897,941432956177;9,41433E+11;126;41548
;;;;;
1434;3981;3981,248729786524;2,4873E+11;84;41632
;;;;;
1435;161;161,55585261549103;5,55853E+13;146;41778
;;;;;
1436;5098;5098,623908225547;6,23908E+11;209;41987
;;;;;
1437;1347;1347,9753336781255;9,75334E+12;182;42169
;;;;;
1438;1592;1592,8245011714687;8,24501E+12;250;42419
;;;;;
1439;755;755,274075672295;2,74076E+11;120;42539
;;;;;
1440;5986;5986,730829629789;7,3083E+11;123;42662
;;;;;
1441;6622;6622,254386254438;2,54386E+11;167;42829
;;;;;
1442;6831;6831,753699710225;7,537E+11;153;42982
;;;;;
1443;1129;1129,7659922927405;7,65992E+12;252;43234
;;;;;
1444;-188;-188,448188097402;4,48188E+11;254;43488
;;;;;
1445;5448;5448,331259159803;3,31259E+11;196;43684
;;;;;
1446;4614;4614,44073142909;44073142909;134;43818
;;;;;
1447;6249;6249,192015415785;1,92015E+11;124;43942
;;;;;
1448;1320;1320,4380514274844;4,38051E+12;252;44194
;;;;;
1449;-3720;-3720,7776080920003;7,77608E+12;251;44445
;;;;;
1450;3771;3771,9450541939636;9,45054E+12;85;44530
;;;;;
1451;4167;4167,592141207264;5,92141E+11;220;44750
;;;;;
1452;5901;5901,568477483831;5,68477E+11;183;44933
;;;;;
1453;1128;1128,1143126040797;1,14313E+12;244;45177
;;;;;
1454;2684;2684,311037869608;3,11038E+11;116;45293
;;;;;
1455;-1768;-1768,33557206069;33557206069;206;45499
;;;;;
1456;-271;-271,88463827055455;8,84638E+13;230;45729
;;;;;
1457;4701;4701,929962878181;9,29963E+11;187;45916
;;;;;
1458;5043;5043,468538879876;4,68539E+11;111;46027
;;;;;
1459;4142;4142,165949879271;1,6595E+11;99;46126
;;;;;
1460;2671;2671,2942128931422;2,94213E+12;219;46345
;;;;;
1461;2540;2540,852200871086;8,52201E+11;248;46593
;;;;;
1462;-6020;-6020,537206443587;5,37206E+11;244;46837
;;;;;
1463;4471;4471,102366600364;1,02367E+11;125;46962
;;;;;
1464;2682;2682,9794867531245;9,79487E+12;136;47098
;;;;;
1465;3414;3414,8278240601917;8,27824E+12;209;47307
;;;;;
1466;2897;2897,626571259593;6,26571E+11;181;47488
;;;;;
1467;-500;-500,10268617843553;1,02686E+13;170;47658
;;;;;
1468;4626;4626,936416448114;9,36416E+11;187;47845
;;;;;
1469;-4505;-4505,148029996007;1,4803E+11;249;48094
;;;;;
1470;-5135;-5135,857564838263;8,57565E+11;250;48344
;;;;;
1471;-1143;-1143,624979283532;6,24979E+11;253;48597
;;;;;
1472;-6291;-6291,380284860221;3,80285E+11;249;48846
;;;;;
1473;-6132;-6132,54149047401;54149047401;254;49100
;;;;;
1474;-1563;-1563,4200670385076;4,20067E+12;224;49324
;;;;;
1475;-9436;-9436,1346802718;1346802718;232;49556
;;;;;
1476;5330;5330,381303331611;3,81303E+11;182;49738
;;;;;
1477;-5798;-5798,913044891588;9,13045E+11;129;49867
;;;;;
1478;2292;2292,1723455552838;1,72346E+12;134;50001
;;;;;
1479;5259;5259,87286926723;87286926723;204;50205
;;;;;
1480;4569;4569,225367551528;2,25368E+11;199;50404
;;;;;
1481;3636;3636,9643476752867;9,64348E+12;111;50515
;;;;;
1482;254;254,99574302434095;9,95743E+13;192;50707
;;;;;
1483;1665;1665,456986465178;4,56986E+11;149;50856
;;;;;
1484;6170;6170,117702290811;1,17702E+11;182;51038
;;;;;
1485;-283;-283,1460100089975;1,4601E+12;193;51231
;;;;;
1486;3676;3676,976426729284;9,76427E+11;101;51332
;;;;;
1487;5994;5994,139000564801;1,39001E+11;169;51501
;;;;;
1488;1697;1697,2696904872278;2,6969E+12;53;51554
;;;;;
1489;5158;5158,507391014555;5,07391E+11;96;51650
;;;;;
1490;5677;5677,57720790871;57720790871;177;51827
;;;;;
1491;430;430,96060660016;96060660016;254;52081
;;;;;
1492;2113;2113,396066577144;3,96067E+11;255;52336
;;;;;
1493;-145;-145,8489985441089;8,48999E+12;24;52360
;;;;;
1494;4789;4789,4642259864;4642259864;198;52558
;;;;;
1495;6740;6740,786702111495;7,86702E+11;143;52701
;;;;;
1496;5511;5511,939831226935;9,39831E+11;111;52812
;;;;;
1497;3542;3542,3861558392055;3,86156E+12;97;52909
;;;;;
1498;-7391;-7391,699458223624;6,99458E+11;178;53087
;;;;;
1499;-1163;-1163,455166365516;4,55166E+11;249;53336
;;;;;
1500;-8521;-8521,20075618351;20075618351;229;53565
;;;;;
1501;4653;4653,179054627709;1,79055E+11;144;53709
;;;;;
1502;854;854,31694739905;31694739905;253;53962
;;;;;
1503;-6733;-6733,158134167877;1,58134E+11;233;54195
;;;;;
1504;-8991;-8991,549577108519;5,49577E+11;256;54451
;;;;;
1505;-142;-142,72663558181085;7,26636E+13;14;54465
;;;;;
1506;1381;1381,3197918418214;3,19792E+12;69;54534
;;;;;
1507;-1001;-1001,662081786683;6,62082E+11;254;54788
;;;;;
1508;-4741;-4741,19214408134;19214408134;211;54999
;;;;;
1509;-683;-683,3656925210216;3,65693E+12;44;55043
;;;;;
1510;1701;1701,6234985099434;6,23499E+12;173;55216
;;;;;
1511;3870;3870,891614185682;8,91614E+11;134;55350
;;;;;
1512;-7243;-7243,495132828989;4,95133E+11;255;55605
;;;;;
1513;1526;1526,6429002664802;6,429E+12;197;55802
;;;;;
1514;-872;-872,4583207948936;4,58321E+12;255;56057
;;;;;
1515;51;51,521388849316395;5,21389E+14;145;56202
;;;;;
1516;-249;-249,83040095358788;8,30401E+13;29;56231
;;;;;
1517;1053;1053,6531233691057;6,53123E+12;238;56469
;;;;;
1518;-10988;-10988,78423766119;78423766119;253;56722
;;;;;
1519;2144;2144,2534137005923;2,53414E+12;230;56952
;;;;;
1520;1937;1937,4556663710148;4,55666E+12;70;57022
;;;;;
1521;-972;-972,6156992867418;6,15699E+12;192;57214
;;;;;
1522;-2546;-2546,5544927896162;5,54493E+12;78;57292
;;;;;
1523;6652;6652,116308360337;1,16308E+11;131;57423
;;;;;
1524;4661;4661,259810905343;2,59811E+11;100;57523
;;;;;
1525;-169;-169,3084176341791;3,08418E+12;16;57539
;;;;;
1526;-1511;-1511,236555179057;2,36555E+11;61;57600
;;;;;
1527;1099;1099,293137218362;2,93137E+11;165;57765
;;;;;
1528;-124;-124,73028086665852;7,30281E+13;17;57782
;;;;;
1529;5008;5008,80403877022;80403877022;115;57897
;;;;;
1530;5131;5131,89351351778;89351351778;139;58036
;;;;;
1531;-136;-136,52299455470754;5,22995E+13;14;58050
;;;;;
1532;-3520;-3520,759604274862;7,59604E+11;245;58295
;;;;;
1533;5059;5059,698608441415;6,98608E+11;107;58402
;;;;;
1534;1171;1171,302637583969;3,02638E+11;254;58656
;;;;;
1535;-2115;-2115,3979433507743;3,97943E+12;235;58891
;;;;;
1536;6600;6600,397720006826;3,9772E+11;124;59015
;;;;;
1537;4317;4317,37166554753;37166554753;96;59111
;;;;;
1538;4838;4838,486182906664;4,86183E+11;89;59200
;;;;;
1539;3939;3939,7794011989263;7,79401E+12;97;59297
;;;;;
1540;-300;-300,959696456808;9,59696E+11;25;59322
;;;;;
1541;4450;4450,30850079857;30850079857;172;59494
;;;;;
1542;5662;5662,249125265296;2,49125E+11;119;59613
;;;;;
1543;-3664;-3664,7994113135296;7,99411E+12;202;59815
;;;;;
1544;1669;1669,5309127732958;5,30913E+12;252;60067
;;;;;
1545;5582;5582,712714460136;7,12714E+11;147;60214
;;;;;
1546;1072;1072,2749376134293;2,74938E+12;81;60295
;;;;;
1547;5233;5233,996017865024;9,96018E+11;139;60434
;;;;;
1548;-3812;-3812,932453519055;9,32454E+11;248;60682
;;;;;
1549;-896;-896,9965665656347;9,96567E+12;45;60727
;;;;;
1550;-1641;-1641,9929697980483;9,9297E+12;223;60950
;;;;;
1551;4227;4227,13935622087;13935622087;92;61042
;;;;;
1552;2916;2916,615596110325;6,15596E+11;224;61266
;;;;;
1553;1182;1182,676611112304;6,76611E+11;249;61515
;;;;;
1554;4402;4402,48894113024;48894113024;116;61631
;;;;;
1555;-5050;-5050,0;0;100;61731
;;;;;
1556;3716;3716,185670926869;1,85671E+11;87;61818
;;;;;
1557;795;795,7529354135913;7,52935E+12;245;62063
;;;;;
1558;6486;6486,627970220938;6,2797E+11;122;62185
;;;;;
1559;3666;3666,4860399246327;4,8604E+12;78;62263
;;;;;
1560;3512;3512,836937648976;8,36938E+11;166;62429
;;;;;
1561;1534;1534,3484812916802;3,48481E+12;248;62677
;;;;;
1562;4010;4010,1307107555012;1,30711E+12;90;62767
;;;;;
1563;2875;2875,3633761302017;3,63376E+12;202;62969
;;;;;
1564;4089;4089,2119133965693;2,11913E+12;85;63054
;;;;;
1565;4538;4538,412489788944;4,1249E+11;104;63158
;;;;;
1566;4156;4156,4271411118225;4,27141E+12;101;63259
;;;;;
1567;3024;3024,706224305108;7,06224E+11;121;63380
;;;;;
1568;4035;4035,750820453173;7,5082E+11;163;63543
;;;;;
1569;4434;4434,348740825565;3,48741E+11;106;63649
;;;;;
1570;-107;-107,6695401514173;6,6954E+12;14;63663
;;;;;
1571;-342;-342,5155713724571;5,15571E+12;37;63700
;;;;;
1572;-2910;-2910,741802628792;7,41803E+11;226;63926
;;;;;
1573;2187;2187,1740347139084;1,74035E+12;203;64129
;;;;;
1574;-3454;-3454,2090688277945;2,09069E+12;239;64368
;;;;;
1575;-540;-540,6510339752396;6,51034E+12;214;64582
;;;;;
1576;-5001;-5001,277744689057;2,77745E+11;107;64689
;;;;;
1577;2129;2129,9626863680223;9,62686E+12;236;64925
;;;;;
1578;-2484;-2484,4974860094876;4,97486E+12;232;65157
;;;;;
1579;2781;2781,6544259479124;6,54426E+12;157;65314
;;;;;
1580;1933;1933,7524320196103;7,52432E+12;192;65506
;;;;;
1581;1037;1037,761101963245;7,61102E+11;210;65716
;;;;;
1582;-157;-157,88788954427167;8,8789E+13;19;65735
;;;;;
1583;2633;2633,133704539362;1,33705E+11;68;65803
;;;;;
1584;3633;3633,8539143684584;8,53914E+12;73;65876
;;;;;
1585;4210;4210,678236709293;6,78237E+11;127;66003
;;;;;
1586;4369;4369,983693759102;9,83694E+11;154;66157
;;;;;
1587;-2562;-2562,357301826886;3,57302E+11;75;66232
;;;;;
1588;2101;2101,7638520916535;7,63852E+12;76;66308
;;;;;
1589;-611;-611,7742784704906;7,74278E+12;199;66507
;;;;;
1590;2759;2759,8769803928976;8,7698E+12;77;66584
;;;;;
1591;-497;-497,89229230373917;8,92292E+13;46;66630
;;;;;
1592;3199;3199,367310299308;3,6731E+11;93;66723
;;;;;
1593;4585;4585,773609220672;7,73609E+11;151;66874
;;;;;
1594;4571;4571,473208265521;4,73208E+11;114;66988
;;;;;
1595;-6551;-6551,485139990156;4,8514E+11;216;67204
;;;;;
1596;-570;-570,1006765956674;1,00677E+12;46;67250
;;;;;
1597;-2061;-2061,555269547094;5,5527E+11;250;67500
;;;;;
1598;4543;4543,934884056888;9,34884E+11;94;67594
;;;;;
1599;3577;3577,7211350664697;7,21135E+12;171;67765
;;;;;
1600;-1877;-1877,8763259593345;8,76326E+12;217;67982
;;;;;
1601;3513;3513,7955752942985;7,95575E+12;74;68056
;;;;;
1602;-1995;-1995,823939021485;8,23939E+11;219;68275
;;;;;
1603;-5198;-5198,740080762676;7,40081E+11;115;68390
;;;;;
1604;3280;3280,2195237875067;2,19524E+12;171;68561
;;;;;
1605;2240;2240,852484022303;8,52484E+11;56;68617
;;;;;
1606;4890;4890,824092819797;8,24093E+11;105;68722
;;;;;
1607;5837;5837,896665584591;8,96666E+11;114;68836
;;;;;
1608;4755;4755,529622471625;5,29622E+11;126;68962
;;;;;
1609;2580;2580,125202413666;1,25202E+11;60;69022
;;;;;
1610;-1155;-1155,4651864723337;4,65186E+12;209;69231
;;;;;
1611;366;366,1746983907092;1,74698E+12;208;69439
;;;;;
1612;-817;-817,8636427799556;8,63643E+12;203;69642
;;;;;
1613;4367;4367,501823957132;5,01824E+11;132;69774
;;;;;
1614;-122;-122,39450593463036;3,94506E+13;201;69975
;;;;;
1615;3924;3924,5548070945974;5,54807E+12;125;70100
;;;;;
1616;2478;2478,7453725928317;7,45373E+12;64;70164
;;;;;
1617;-2426;-2426,5444568410576;5,44457E+12;212;70376
;;;;;
1618;5202;5202,224708365294;2,24708E+11;90;70466
;;;;;
1619;3291;3291,3654675120847;3,65468E+12;139;70605
;;;;;
1620;-1613;-1613,4944070659453;4,94407E+12;210;70815
;;;;;
1621;3921;3921,5637635160024;5,63764E+12;79;70894
;;;;;
1622;3600;3600,5970539139294;5,97054E+12;136;71030
;;;;;
1623;2715;2715,8753258887336;8,75326E+12;162;71192
;;;;;
1624;-2359;-2359,6004805502907;6,00481E+12;217;71409
;;;;;
1625;2388;2388,752319952644;7,5232E+11;59;71468
;;;;;
1626;3833;3833,7407995814774;7,408E+12;130;71598
;;;;;
1627;-1431;-1431,7070384644014;7,07038E+12;186;71784
;;;;;
1628;4282;4282,630003928013;6,30004E+11;112;71896
;;;;;
1629;4986;4986,615238308223;6,15238E+11;162;72058
;;;;;
1630;-712;-712,5721324502362;5,72132E+12;228;72286
;;;;;
1631;4191;4191,9772560065;9772560065;144;72430
;;;;;
1632;-714;-714,4293656136117;4,29366E+12;205;72635
;;;;;
1633;5858;5858,43409743231;43409743231;143;72778
;;;;;
1634;-4252;-4252,457589655093;4,5759E+11;252;73030
;;;;;
1635;3246;3246,129559413507;1,29559E+11;83;73113
;;;;;
1636;5556;5556,721508775733;7,21509E+11;122;73235
;;;;;
1637;898;898,285479138;285479138;210;73445
;;;;;
1638;3671;3671,5068508978297;5,06851E+12;89;73534
;;;;;
1639;-1334;-1334,1681334018715;1,68133E+12;255;73789
;;;;;
1640;4220;4220,655613666046;6,55614E+11;94;73883
;;;;;
1641;7017;7017,421725835139;4,21726E+11;141;74024
;;;;;
1642;3013;3013,561615081219;5,61615E+11;115;74139
;;;;;
1643;-2211;-2211,724827427684;7,24827E+11;217;74356
;;;;;
1644;-2921;-2921,6930096275146;6,9301E+12;87;74443
;;;;;
1645;3804;3804,541202815288;5,41203E+11;205;74648
;;;;;
1646;1546;1546,8547932389997;8,54793E+12;180;74828
;;;;;
1647;225;225,97504396175339;9,75044E+13;210;75038
;;;;;
1648;4357;4357,612284603383;6,12285E+11;128;75166
;;;;;
1649;6220;6220,378801859721;3,78802E+11;137;75303
;;;;;
1650;6528;6528,69721441865;69721441865;119;75422
;;;;;
1651;532;532,7645600675065;7,6456E+12;196;75618
;;;;;
1652;317;317,59544265869636;5,95443E+13;221;75839
;;;;;
1653;-1710;-1710,3256431794014;3,25643E+12;204;76043
;;;;;
1654;2644;2644,382651693569;3,82652E+11;63;76106
;;;;;
1655;2998;2998,431018561289;4,31019E+11;170;76276
;;;;;
1656;545;545,1213949380267;1,21395E+12;213;76489
;;;;;
1657;1030;1030,7002933710492;7,00293E+12;250;76739
;;;;;
1658;2472;2472,1916534083107;1,91653E+12;62;76801
;;;;;
1659;4555;4555,116486418846;1,16486E+11;106;76907
;;;;;
1660;2331;2331,510037420782;5,10037E+11;93;77000
;;;;;
1661;2391;2391,1282966155113;1,28297E+12;63;77063
;;;;;
1662;3581;3581,8843475278663;8,84348E+12;106;77169
;;;;;
1663;4348;4348,323349147742;3,23349E+11;212;77381
;;;;;
1664;3875;3875,8301785592726;8,30179E+12;137;77518
;;;;;
1665;-10006;-10006,648854861824;6,48855E+11;197;77715
;;;;;
1666;5858;5858,246445361493;2,46445E+11;128;77843
;;;;;
1667;1698;1698,9778975108159;9,77898E+12;245;78088
;;;;;
1668;-7093;-7093,593560667094;5,93561E+11;255;78343
;;;;;
1669;3886;3886,5895579544062;5,89558E+12;92;78435
;;;;;
1670;-2701;-2701,4448092350776;4,44809E+12;229;78664
;;;;;
1671;4048;4048,342227979518;3,42228E+11;115;78779
;;;;;
1672;-436;-436,7942678773197;7,94268E+12;226;79005
;;;;;
1673;3511;3511,1406753149054;1,40675E+12;192;79197
;;;;;
